hgnc_id	approved_symbol	approved_name	status	previous_symbols	alias_symbols	accession_numbers	refseq_ids	alias_names	ensembl_gene_id	ncbi_gene_id
HGNC:21504	PRY2	PTPN13 like Y-linked 2	Approved		PTPN13LY2		NM_001002758		ENSG00000169807	442862
HGNC:34018	PRYP1	PTPN13 like Y-linked pseudogene 1	Approved	"PRYP7, PRY4P"			NG_004636		ENSG00000224166	442863
HGNC:34019	PRYP2	PTPN13 like Y-linked pseudogene 2	Approved				NG_004636		ENSG00000231311	442864
HGNC:34020	PRYP3	PTPN13 like Y-linked pseudogene 3	Approved						ENSG00000169763	442865
HGNC:34021	PRYP4	PTPN13 like Y-linked pseudogene 4	Approved				NG_004755		ENSG00000172283	442866
HGNC:38785	PRYP5	PTPN13 like Y-linked pseudogene 5	Approved						ENSG00000233546	
HGNC:38786	PRYP6	PTPN13 like Y-linked pseudogene 6	Approved						ENSG00000248573	
HGNC:9498	PSAP	prosaposin	Approved	"SAP1, GLBA, SAP2"		BC004275	NM_002778	"variant Gaucher disease and variant metachromatic leukodystrophy, ""saposin-A"", ""saposin-B"", ""saposin-C"", ""saposin-D"""	ENSG00000197746	5660
HGNC:33131	PSAPL1	prosaposin like 1	Approved			DQ991252			ENSG00000178597	768239
HGNC:19129	PSAT1	phosphoserine aminotransferase 1	Approved		"PSA, PSAT"	BC004863	NM_021154	phosphoserine transaminase	ENSG00000135069	29968
HGNC:15785	PSAT1P1	phosphoserine aminotransferase 1 pseudogene 1	Approved	C8orf62			NG_009632	similar to phosphoserine aminotransferase isoform 1	ENSG00000253810	137133
HGNC:43988	PSAT1P2	phosphoserine aminotransferase 1 pseudogene 2	Approved						ENSG00000232144	
HGNC:43989	PSAT1P3	phosphoserine aminotransferase 1 pseudogene 3	Approved						ENSG00000230787	729779
HGNC:43990	PSAT1P4	phosphoserine aminotransferase 1 pseudogene 4	Approved						ENSG00000224962	100287630
HGNC:9500	PSCA	prostate stem cell antigen	Approved			AF043498	NM_005672		ENSG00000167653	8000
HGNC:9507	PSD	pleckstrin and Sec7 domain containing	Approved		"KIAA2011, TYL, PSD1, EFA6A, EFA6"	X99688			ENSG00000059915	5662
HGNC:19092	PSD2	pleckstrin and Sec7 domain containing 2	Approved		"DKFZp761B0514, EFA6C"	AL136559	NM_032289		ENSG00000146005	84249
HGNC:52765	PSD2-AS1	PSD2 antisense RNA 1	Approved				NR_105052		ENSG00000249131	101929696
HGNC:19093	PSD3	pleckstrin and Sec7 domain containing 3	Approved		"KIAA0942, HCA67, EFA6R, DKFZp761K1423, EFA6D"	AF243495	NM_015310		ENSG00000156011	23362
HGNC:19096	PSD4	pleckstrin and Sec7 domain containing 4	Approved		"TIC, EFA6B"	U63127	NM_012455		ENSG00000125637	23550
HGNC:9508	PSEN1	presenilin 1	Approved	AD3	"FAD, S182, PS1"	AJ008005	NM_000021		ENSG00000080815	5663
HGNC:9509	PSEN2	presenilin 2	Approved	AD4	"AD3L, STM2, PS2"	BC006365	NM_000447		ENSG00000143801	5664
HGNC:30100	PSENEN	"presenilin enhancer, gamma-secretase subunit"	Approved		PEN2	AF220053	NM_172341		ENSG00000205155	55851
HGNC:9514	PSG1	pregnancy specific beta-1-glycoprotein 1	Approved	PSBG1	"PSGGA, CD66f, PBG1"				ENSG00000231924	
HGNC:9519	PSG2	pregnancy specific beta-1-glycoprotein 2	Approved	PSBG2	"PSGGB, PSG1, CEA"		NM_031246	"pregnancy-specific beta-1 glycoprotein, ""pregnancy-specific beta-1-glycoprotein 7"", ""carcinoembryonic antigen SG8"""	ENSG00000242221	5670
HGNC:9520	PSG3	pregnancy specific beta-1-glycoprotein 3	Approved				NM_021016		ENSG00000221826	5671
HGNC:9521	PSG4	pregnancy specific beta-1-glycoprotein 4	Approved				NM_213633	pregnancy-specific beta-1-glycoprotein 4	ENSG00000243137	5672
HGNC:9522	PSG5	pregnancy specific beta-1-glycoprotein 5	Approved		"FL-NCA-3, PSG"		NM_002781	"pregnancy-specific beta-1 glycoprotein, ""pregnancy-specific beta 1 glycoprotein"""	ENSG00000204941	5673
HGNC:9523	PSG6	pregnancy specific beta-1-glycoprotein 6	Approved				NM_002782		ENSG00000170848	5675
HGNC:9524	PSG7	pregnancy specific beta-1-glycoprotein 7	Approved				NM_001206650		ENSG00000221878	5676
HGNC:9525	PSG8	pregnancy specific beta-1-glycoprotein 8	Approved			M74106			ENSG00000124467	
HGNC:52550	PSG8-AS1	PSG8 antisense RNA 1	Approved						ENSG00000225877	100289650
HGNC:9526	PSG9	pregnancy specific beta-1-glycoprotein 9	Approved	PSG11	PSGII	M34481	NM_002784		ENSG00000183668	5678
HGNC:9515	PSG10P	"pregnancy specific beta-1-glycoprotein 10, pseudogene"	Approved	"PSG12, PSG10"		L14724	XR_016855	"pregnancy specific beta-1-glycoprotein 12, ""pregnancy specific beta-1-glycoprotein 120"""	ENSG00000248257	653492
HGNC:9516	PSG11	pregnancy specific beta-1-glycoprotein 11	Approved	"PSG13, PSG14"	MGC22484	U25988	NM_002785	pregnancy specific beta-1-glycoprotein 13	ENSG00000243130	5680
HGNC:9527	PSIP1	PC4 and SFRS1 interacting protein 1	Approved	PSIP2	"p52, LEDGF, p75, DFS70"	AF098482	NM_033222	lens epithelium-derived growth factor	ENSG00000164985	11168
HGNC:31132	PSIP1P1	PC4 and SFRS1 interacting protein 1 pseudogene 1	Approved	PSIP1P		AL592293	NG_002792		ENSG00000234297	353329
HGNC:23968	PSIP1P2	PC4 and SFRS1 interacting protein 1 pseudogene 2	Approved				NG_002938			360022
HGNC:9529	PSKH1	protein serine kinase H1	Approved			M14504	NM_006742		ENSG00000159792	5681
HGNC:18997	PSKH2	protein serine kinase H2	Approved			AY037806	NM_033126		ENSG00000147613	85481
HGNC:54405	PSLNR	prostate enriched lncRNA	Approved		LA16c-83F12.6		NR_132385	prostate-specific lncRNA	ENSG00000225255	106146148
HGNC:9530	PSMA1	proteasome 20S subunit alpha 1	Approved		"HC2, NU, PROS30, MGC14542, MGC14575, MGC14751, MGC1667, MGC21459, MGC22853, MGC23915"	X61969	NM_002786	proteasome subunit α6	ENSG00000129084	5682
HGNC:55003	PSMA1P1	PSMA1 pseudogene 1	Approved				NG_026855		ENSG00000225715	100422286
HGNC:9531	PSMA2	proteasome 20S subunit alpha 2	Approved		"MU, HC3, PMSA2"	D00760	NM_002787		ENSG00000106588	5683
HGNC:43832	PSMA2P1	proteasome subunit alpha 2 pseudogene 1	Approved				NG_021795		ENSG00000254582	100130923
HGNC:43833	PSMA2P2	proteasome subunit alpha 2 pseudogene 2	Approved				NG_022397		ENSG00000251234	100131775
HGNC:43834	PSMA2P3	proteasome subunit alpha 2 pseudogene 3	Approved		PSMA2L				ENSG00000227890	79055
HGNC:9532	PSMA3	proteasome 20S subunit alpha 3	Approved		HC8		NM_002788	proteasome subunit α7	ENSG00000100567	5684
HGNC:26445	PSMA3-AS1	PSMA3 antisense RNA 1	Approved		FLJ31306		NR_029434		ENSG00000257621	379025
HGNC:20029	PSMA3P1	proteasome subunit alpha 3 pseudogene 1	Approved	PSMA3P					ENSG00000258563	326617
HGNC:9533	PSMA4	proteasome 20S subunit alpha 4	Approved		"HC9, HsT17706"	BC005361	NM_002789	proteasome subunit α3	ENSG00000041357	5685
HGNC:9534	PSMA5	proteasome 20S subunit alpha 5	Approved		ZETA	X61970	NM_002790		ENSG00000143106	5686
HGNC:54966	PSMA5P1	PSMA5 pseudogene 1	Approved						ENSG00000235136	
HGNC:9535	PSMA6	proteasome 20S subunit alpha 6	Approved		"IOTA, PROS27, p27K, MGC22756, MGC2333, MGC23846"	X59417		proteasome subunit α1	ENSG00000100902	5687
HGNC:17460	PSMA6P1	proteasome subunit alpha 6 pseudogene 1	Approved	PSMA6P	"PSMA6-LIKE, PSMA6Y"	AC010877	NG_002321		ENSG00000215414	64596
HGNC:39607	PSMA6P2	proteasome subunit alpha 6 pseudogene 2	Approved				NG_023174		ENSG00000229083	729412
HGNC:39608	PSMA6P3	proteasome subunit alpha 6 pseudogene 3	Approved						ENSG00000233767	
HGNC:39609	PSMA6P4	proteasome subunit alpha 6 pseudogene 4	Approved				NG_023173		ENSG00000271625	121906
HGNC:9536	PSMA7	proteasome 20S subunit alpha 7	Approved		"XAPC7, C6, HSPC, RC6-1"	AF022815	NM_002792	"proteasome subunit XAPC7, ""proteasome subunit RC6-1"", ""proteasome subunit α4"""	ENSG00000101182	5688
HGNC:20631	PSMA7P1	proteasome subunit alpha 7 pseudogene 1	Approved	PSMA7P		AL354861	NG_068147			117134610
HGNC:22985	PSMA8	proteasome 20S subunit alpha 8	Approved		"MGC26605, PSMA7L"	BC047355	NM_144662		ENSG00000154611	143471
HGNC:9537	PSMB1	proteasome 20S subunit beta 1	Approved		"PMSB1, HC5"	D00761	NM_002793	proteasome subunit β6	ENSG00000008018	5689
HGNC:9539	PSMB2	proteasome 20S subunit beta 2	Approved		HC7-I	D26599	NM_002794	proteasome subunit β4	ENSG00000126067	5690
HGNC:9540	PSMB3	proteasome 20S subunit beta 3	Approved		"HC10-II, MGC4147"	BC013008	NM_002795		ENSG00000277791	5691
HGNC:20633	PSMB3P1	proteasome subunit beta 3 pseudogene 1	Approved	PSMB3P		AC009779	NG_001533		ENSG00000258907	121131
HGNC:30150	PSMB3P2	proteasome subunit beta 3 pseudogene 2	Approved				NG_001538		ENSG00000235444	130700
HGNC:9541	PSMB4	proteasome 20S subunit beta 4	Approved		"HN3, PROS26"	D26600	NM_002796	proteasome subunit β7	ENSG00000159377	5692
HGNC:9542	PSMB5	proteasome 20S subunit beta 5	Approved		MB1	D29011	NM_002797	proteasome subunit X	ENSG00000100804	5693
HGNC:9543	PSMB6	proteasome 20S subunit beta 6	Approved		"Y, DELTA"	BC000835	NM_002798	proteasome subunit β1	ENSG00000142507	5694
HGNC:9544	PSMB7	proteasome 20S subunit beta 7	Approved		Z	AJ420455	NM_002799	proteasome subunit β2	ENSG00000136930	5695
HGNC:49192	PSMB7P1	PSMB7 pseudogene 1	Approved						ENSG00000259074	100422289
HGNC:9545	PSMB8	proteasome 20S subunit beta 8	Approved	LMP7	"RING10, D6S216E, PSMB5i, beta5i"		NM_148919	proteasome subunit β5i	ENSG00000204264	5696
HGNC:39758	PSMB8-AS1	PSMB8 antisense RNA 1 (head to head)	Approved	TAPSAR1	"XXbac-BPG246D15.8, TAP1-AS1"		NR_037173		ENSG00000204261	100507463
HGNC:9546	PSMB9	proteasome 20S subunit beta 9	Approved	LMP2	"RING12, beta1i, PSMB6i"		NM_002800	proteasome subunit β1i	ENSG00000240065	5698
HGNC:9538	PSMB10	proteasome 20S subunit beta 10	Approved	MECL1	"LMP10, MGC1665, beta2i"	Y13640	NM_002801	proteasome subunit β2i	ENSG00000205220	5699
HGNC:31963	PSMB11	proteasome subunit beta 11	Approved		beta5t		NM_001099780		ENSG00000222028	122706
HGNC:9547	PSMC1	"proteasome 26S subunit, ATPase 1"	Approved		"S4, p56, RPT2"	L02426	NM_002802		ENSG00000100764	5700
HGNC:30147	PSMC1P1	"proteasome 26S subunit, ATPase 1 pseudogene 1"	Approved	PSMC1P	bcm3415		NG_001556		ENSG00000241506	151645
HGNC:39777	PSMC1P2	"proteasome 26S subunit, ATPase 1 pseudogene 2"	Approved						ENSG00000213781	442291
HGNC:39778	PSMC1P3	"proteasome 26S subunit, ATPase 1 pseudogene 3"	Approved						ENSG00000231244	392100
HGNC:39779	PSMC1P4	"proteasome 26S subunit, ATPase 1 pseudogene 4"	Approved						ENSG00000248781	345645
HGNC:39780	PSMC1P5	"proteasome 26S subunit, ATPase 1 pseudogene 5"	Approved						ENSG00000250273	
HGNC:39781	PSMC1P6	"proteasome 26S subunit, ATPase 1 pseudogene 6"	Approved						ENSG00000240255	643766
HGNC:39782	PSMC1P7	"proteasome 26S subunit, ATPase 1 pseudogene 7"	Approved						ENSG00000243838	646085
HGNC:39783	PSMC1P8	"proteasome 26S subunit, ATPase 1 pseudogene 8"	Approved						ENSG00000256896	390297
HGNC:39784	PSMC1P9	"proteasome 26S subunit, ATPase 1 pseudogene 9"	Approved						ENSG00000255993	643668
HGNC:39785	PSMC1P10	"proteasome 26S subunit, ATPase 1 pseudogene 10"	Approved						ENSG00000236348	388925
HGNC:39786	PSMC1P11	"proteasome 26S subunit, ATPase 1 pseudogene 11"	Approved						ENSG00000217385	442153
HGNC:39787	PSMC1P12	"proteasome 26S subunit, ATPase 1 pseudogene 12"	Approved						ENSG00000226126	644094
HGNC:39788	PSMC1P13	"proteasome 26S subunit, ATPase 1 pseudogene 13"	Approved						ENSG00000232314	100422305
HGNC:9548	PSMC2	"proteasome 26S subunit, ATPase 2"	Approved		"MSS1, S7, Nbla10058, RPT1"	D11094	NM_002803	"proteasome 26S subunit, ATPase, 2, ""mammalian suppressor of sgv-1 of yeast"", ""protease 26S subunit 7"", ""putative protein product of Nbla10058"""	ENSG00000161057	5701
HGNC:54571	PSMC2P1	PSMC2 pseudogene 1	Approved						ENSG00000240854	729674
HGNC:54573	PSMC2P2	PSMC2 pseudogene 2	Approved						ENSG00000253137	100422271
HGNC:9549	PSMC3	"proteasome 26S subunit, ATPase 3"	Approved		"TBP1, TBP-1, RPT5"	M34079	NM_002804		ENSG00000165916	5702
HGNC:17928	PSMC3IP	PSMC3 interacting protein	Approved		"TBPIP, GT198, HUMGT198A, Hop2"	"AB030304, BC008792"	NM_013290	"TBP-1 interacting protein, ""homologous-pairing protein 2 homolog"""	ENSG00000131470	29893
HGNC:9550	PSMC3P1	"proteasome 26S subunit, ATPase 3 pseudogene 1"	Approved	PSMC3P			NG_002368			5703
HGNC:9551	PSMC4	"proteasome 26S subunit, ATPase 4"	Approved	MIP224	"TBP7, S6, MGC8570, MGC13687, MGC23214, TBP-7, RPT3"	U27515	NM_006503	"protease 26S subunit 6, ""Tat-binding protein 7"", ""MB67 interacting protein"""	ENSG00000013275	5704
HGNC:9552	PSMC5	"proteasome 26S subunit, ATPase 5"	Approved		"SUG1, p45/SUG, TBP10, p45, S8, TRIP1, SUG-1, RPT6"	L38810	NM_002805		ENSG00000087191	5705
HGNC:9553	PSMC6	"proteasome 26S subunit, ATPase 6"	Approved		"p42, RPT5"		NM_002806		ENSG00000100519	5706
HGNC:20634	PSMC6P1	"proteasome 26S subunit, ATPase, 6 pseudogene 1"	Approved	PSMC6P			NG_002379			266723
HGNC:30149	PSMC6P2	"proteasome 26S subunit, ATPase, 6 pseudogene 2"	Approved				NG_001564			160410
HGNC:34012	PSMC6P3	"proteasome 26S subunit, ATPase, 6 pseudogene 3"	Approved							100128218
HGNC:9554	PSMD1	"proteasome 26S subunit, non-ATPase 1"	Approved		"S1, P112, Rpn2"	D44466			ENSG00000173692	5707
HGNC:9559	PSMD2	"proteasome 26S subunit ubiquitin receptor, non-ATPase 2"	Approved		"S2, P97, TRAP2, MGC14274, Rpn1"	AK095245	NM_002808		ENSG00000175166	5708
HGNC:30154	PSMD2P1	"proteasome 26S subunit, non-ATPase, 2 pseudogene 1"	Approved				NG_002387			266783
HGNC:9560	PSMD3	"proteasome 26S subunit, non-ATPase 3"	Approved	TSTA2	"S3, P58, Rpn3"	D67025	NM_002809		ENSG00000108344	5709
HGNC:9561	PSMD4	"proteasome 26S subunit ubiquitin receptor, non-ATPase 4"	Approved		"S5A, AF-1, AF, Rpn10"	U51007	NM_002810		ENSG00000159352	5710
HGNC:9562	PSMD4P1	"proteasome 26S subunit, non-ATPase 4 pseudogene 1"	Approved	"PSMD4P, PSMD15"			NG_002723		ENSG00000223741	54035
HGNC:9563	PSMD5	"proteasome 26S subunit, non-ATPase 5"	Approved		"S5B, KIAA0072"	AK001065	NM_005047		ENSG00000095261	5711
HGNC:9564	PSMD6	"proteasome 26S subunit, non-ATPase 6"	Approved		"S10, p44S10, KIAA0107, Rpn7"	AF215935	NM_014814		ENSG00000163636	9861
HGNC:40480	PSMD6-AS1	PSMD6 antisense RNA 1	Approved		"ENST00000462717, lnc00462717"				ENSG00000243410	
HGNC:44125	PSMD6-AS2	PSMD6 antisense RNA 2	Approved			AK023371	NR_038286		ENSG00000239653	100507062
HGNC:9565	PSMD7	"proteasome 26S subunit, non-ATPase 7"	Approved		"S12, P40, MOV34, Rpn8"	D50063	NM_002811	Mov34 homolog	ENSG00000103035	5713
HGNC:53056	PSMD7-DT	PSMD7 divergent transcript	Approved						ENSG00000261404	101928035
HGNC:7202	PSMD7P1	"proteasome 26S subunit, non-ATPase 7 pseudogene 1"	Approved	"MOV34L, PSMD7L"			NG_002412		ENSG00000266707	280637
HGNC:9566	PSMD8	"proteasome 26S subunit, non-ATPase 8"	Approved		"S14, Nin1p, p31, HIP6, HYPF, Rpn12"	D38047	NM_002812		ENSG00000099341	5714
HGNC:34013	PSMD8P1	"proteasome 26S subunit, non-ATPase, 8 pseudogene 1"	Approved				NG_026992		ENSG00000228264	100422411
HGNC:9567	PSMD9	"proteasome 26S subunit, non-ATPase 9"	Approved		"p27, Rpn4"	AB003177	NM_002813		ENSG00000110801	5715
HGNC:9555	PSMD10	"proteasome 26S subunit, non-ATPase 10"	Approved		p28	AB009619	NM_170750	gankyrin	ENSG00000101843	5716
HGNC:16602	PSMD10P1	"proteasome 26S subunit, non-ATPase, 10 pseudogene 1"	Approved	PSMD10P	dJ914P20.4	AL034553	NG_001050		ENSG00000228663	170541
HGNC:30151	PSMD10P2	"proteasome 26S subunit, non-ATPase, 10 pseudogene 2"	Approved				NG_002417		ENSG00000226652	280644
HGNC:30152	PSMD10P3	"proteasome 26S subunit, non-ATPase, 10 pseudogene 3"	Approved				NG_002627		ENSG00000232041	338091
HGNC:9556	PSMD11	"proteasome 26S subunit, non-ATPase 11"	Approved		"S9, p44.5, MGC3844, Rpn6"	AB003102	NM_002815		ENSG00000108671	5717
HGNC:9557	PSMD12	"proteasome 26S subunit, non-ATPase 12"	Approved		"p55, Rpn5"	AB003103	"NM_002816, NM_174871"		ENSG00000197170	5718
HGNC:30153	PSMD12P1	PSMD12 pseudogene 1	Approved	PSMD12P			NG_002463		ENSG00000240135	317753
HGNC:9558	PSMD13	"proteasome 26S subunit, non-ATPase 13"	Approved		"p40.5, Rpn9"	AB009398	NM_002817		ENSG00000185627	5719
HGNC:16889	PSMD14	"proteasome 26S subunit, non-ATPase 14"	Approved		"POH1, pad1, Rpn11"	U86782	NM_005805		ENSG00000115233	10213
HGNC:54533	PSMD14P1	PSMD14 pseudogene 1	Approved				NG_021581		ENSG00000227738	100131284
HGNC:9568	PSME1	proteasome activator subunit 1	Approved		"IFI5111, PA28alpha"		NM_006263		ENSG00000092010	5720
HGNC:9569	PSME2	proteasome activator subunit 2	Approved		PA28beta		NM_002818		ENSG00000100911	5721
HGNC:20632	PSME2P1	proteasome activator subunit 2 pseudogene 1	Approved	PSME2P		AC116347	NG_002626		ENSG00000238000	257093
HGNC:30160	PSME2P2	proteasome activator subunit 2 pseudogene 2	Approved				NG_002632		ENSG00000225131	338099
HGNC:30156	PSME2P3	proteasome activator subunit 2 pseudogene 3	Approved				NG_002628		ENSG00000248988	338095
HGNC:30157	PSME2P4	proteasome activator subunit 2 pseudogene 4	Approved				NG_002629		ENSG00000251332	338096
HGNC:30158	PSME2P5	proteasome activator subunit 2 pseudogene 5	Approved				NG_002630		ENSG00000253208	338097
HGNC:30159	PSME2P6	proteasome activator subunit 2 pseudogene 6	Approved				NG_002631		ENSG00000227462	338098
HGNC:9570	PSME3	proteasome activator subunit 3	Approved		"Ki, PA28-gamma, REG-GAMMA, PA28G"	U11292	NM_176863		ENSG00000131467	10197
HGNC:29856	PSME3IP1	proteasome activator subunit 3 interacting protein 1	Approved	"C16orf94, FAM192A"	"NIP30, PIP30"		NM_024946	"NEFA interacting nuclear protein NIP30, ""PA28G interacting protein 30kDa"", ""PSME3 interacting protein 30kDa"""	ENSG00000172775	80011
HGNC:20635	PSME4	proteasome activator subunit 4	Approved		"PA200, KIAA0077"	D38521	NM_014614		ENSG00000068878	23198
HGNC:9571	PSMF1	proteasome inhibitor subunit 1	Approved		PI31	D88378	NM_178578	proteasome inhibitor hP131 subunit	ENSG00000125818	9491
HGNC:3043	PSMG1	proteasome assembly chaperone 1	Approved	DSCR2	"c21-LRP, LRPC21, PAC1"	AJ006291	NM_003720		ENSG00000183527	8624
HGNC:24929	PSMG2	proteasome assembly chaperone 2	Approved	TNFSF5IP1	"HCCA3, MDS003, MGC15092, CLAST3, HsT1707, PAC2"	AF276707	NM_020232	"hepatocellular carcinoma susceptibility protein, ""CD40 ligand-activated specific transcript 3"""	ENSG00000128789	56984
HGNC:22420	PSMG3	proteasome assembly chaperone 3	Approved	C7orf48	"MGC10911, PAC3"	BC027171	NM_032302		ENSG00000157778	84262
HGNC:22230	PSMG3-AS1	PSMG3 antisense RNA 1 (head to head)	Approved		KIAA1908		NR_021487		ENSG00000230487	114796
HGNC:21108	PSMG4	proteasome assembly chaperone 4	Approved	C6orf86	PAC4				ENSG00000180822	389362
HGNC:17202	PSORS1C1	psoriasis susceptibility 1 candidate 1	Approved	C6orf16	SEEK1	AB031479	NM_014068		ENSG00000204540	170679
HGNC:17199	PSORS1C2	psoriasis susceptibility 1 candidate 2	Approved	C6orf17	SPR1	AB031480			ENSG00000204538	170680
HGNC:17203	PSORS1C3	psoriasis susceptibility 1 candidate 3	Approved		NCRNA00196		NR_026816	non-protein coding RNA 196	ENSG00000204528	100130889
HGNC:20320	PSPC1	paraspeckle component 1	Approved		"PSP1, FLJ10955"	AK001817			ENSG00000121390	55269
HGNC:52951	PSPC1-AS2	PSPC1 antisense RNA 2	Approved		RP11-523H24.3				ENSG00000226352	
HGNC:42033	PSPC1P1	paraspeckle component 1 pseudogene 1	Approved						ENSG00000227879	642395
HGNC:42643	PSPC1P2	paraspeckle component 1 pseudogene 2	Approved						ENSG00000244615	100873875
HGNC:9577	PSPH	phosphoserine phosphatase	Approved	PSP		Y10275	NM_004577		ENSG00000146733	5723
HGNC:9578	PSPHP1	phosphoserine phosphatase pseudogene 1	Approved	PSPHL	CO9	AJ001612	XM_926720	L-3-phosphoserine-phosphatase homolog	ENSG00000226278	8781
HGNC:9579	PSPN	persephin	Approved		PSP	AF040962	NM_004158		ENSG00000125650	5623
HGNC:24472	PSRC1	proline and serine rich coiled-coil 1	Approved		DDA3		NM_032636	differential display and activated by p53	ENSG00000134222	84722
HGNC:28578	PSTK	phosphoseryl-tRNA kinase	Approved	C10orf89	MGC35392	AK127173	NM_153336	"L-seryl-tRNA(Sec) kinase, ""O-phosphoseryl-tRNA(Sec) kinase"""	ENSG00000179988	118672
HGNC:9580	PSTPIP1	proline-serine-threonine phosphatase interacting protein 1	Approved		"PSTPIP, CD2BP1L, CD2BP1, CD2BP1S, H-PIP, PAPAS"	U94778	NM_003978	"CD2 cytoplasmic tail-binding protein, ""CD2 antigen-binding protein 1"", ""PEST phosphatase-interacting protein 1"""	ENSG00000140368	9051
HGNC:9581	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2	Approved						ENSG00000152229	9050
HGNC:9582	PTAFR	platelet activating factor receptor	Approved			BC063000	NM_000952		ENSG00000169403	5724
HGNC:30449	PTAR1	protein prenyltransferase alpha subunit repeat containing 1	Approved			BC053622	NM_001099666		ENSG00000188647	375743
HGNC:9583	PTBP1	polypyrimidine tract binding protein 1	Approved	PTB	"HNRPI, HNRNP-I, PTB2, PTB3, PTB-1, PTB4, pPTB"	X60648	NM_002819	heterogeneous nuclear ribonucleoprotein I	ENSG00000011304	5725
HGNC:20030	PTBP1P	polypyrimidine tract binding protein 1 pseudogene	Approved						ENSG00000259078	122888
HGNC:17662	PTBP2	polypyrimidine tract binding protein 2	Approved		"brPTB, nPTB, PTB, PTBLP"	AB051232			ENSG00000117569	58155
HGNC:10253	PTBP3	polypyrimidine tract binding protein 3	Approved	ROD1	DKFZp781I1117	AB023967			ENSG00000119314	9991
HGNC:22198	PTCD1	pentatricopeptide repeat domain 1	Approved		KIAA0632	AB014532	NM_015545		ENSG00000106246	26024
HGNC:25734	PTCD2	pentatricopeptide repeat domain 2	Approved		FLJ12598	BC018720	NM_024754		ENSG00000049883	79810
HGNC:31718	PTCD2P1	pentatricopeptide repeat domain 2 pseudogene 1	Approved				NG_022837		ENSG00000258456	100131302
HGNC:45168	PTCD2P2	pentatricopeptide repeat domain 2 pseudogene 2	Approved				NG_022186		ENSG00000234256	100132487
HGNC:24717	PTCD3	pentatricopeptide repeat domain 3	Approved		"FLJ20758, DKFZp666K071"		NM_017952		ENSG00000132300	55037
HGNC:9585	PTCH1	patched 1	Approved	"NBCCS, PTCH"	BCNS	AI494442	NM_000264		ENSG00000185920	5727
HGNC:9586	PTCH2	patched 2	Approved			AF091501	NM_003738		ENSG00000117425	8643
HGNC:26392	PTCHD1	patched domain containing 1	Approved		FLJ30296	AK054858	NM_173495		ENSG00000165186	139411
HGNC:37703	PTCHD1-AS	PTCHD1 antisense RNA (head to head)	Approved		"PTCHD1AS1, PTCHD1AS2, DDX53-AS1"	"DA355362, BX115199"	NR_073010	DDX53 antisense RNA 1 (non-protein coding)	ENSG00000233067	100873065
HGNC:24776	PTCHD3	patched domain containing 3	Approved		"FLJ44037, PTR"	AK126025	NM_001034842		ENSG00000182077	374308
HGNC:44945	PTCHD3P1	patched domain containing 3 pseudogene 1	Approved				NG_034006		ENSG00000274985	387647
HGNC:44946	PTCHD3P2	patched domain containing 3 pseudogene 2	Approved				NG_028775		ENSG00000231550	100533664
HGNC:44947	PTCHD3P3	patched domain containing 3 pseudogene 3	Approved				NG_028811		ENSG00000219700	100533665
HGNC:21345	PTCHD4	patched domain containing 4	Approved	C6orf138	"dJ402H5.2, FLJ41841, PTCH53"		NM_001013732		ENSG00000244694	442213
HGNC:21290	PTCRA	pre T cell antigen receptor alpha	Approved		"PTA, PT-ALPHA"	AF084941	NM_138296		ENSG00000171611	171558
HGNC:37127	PTCSC1	papillary thyroid carcinoma susceptibility candidate 1	Approved	PTCSC	"AK023948, NCRNA00197"	AK023948		non-protein coding RNA 197		100302522
HGNC:44086	PTCSC2	papillary thyroid carcinoma susceptibility candidate 2	Approved			"HG502283, BE073442"	NR_147055		ENSG00000236130	101928337
HGNC:43959	PTCSC3	papillary thyroid carcinoma susceptibility candidate 3	Approved			"JN689234, CB987890"	NR_049735		ENSG00000259104	100886964
HGNC:9587	PTDSS1	phosphatidylserine synthase 1	Approved		"KIAA0024, PSSA, PSS1"	D14694			ENSG00000156471	9791
HGNC:15463	PTDSS2	phosphatidylserine synthase 2	Approved		PSS2	BC001210			ENSG00000174915	81490
HGNC:9588	PTEN	phosphatase and tensin homolog	Approved	"BZS, MHAM"	"MMAC1, TEP1, PTEN1"	U92436	NM_000314	mutated in multiple advanced cancers 1	ENSG00000171862	5728
HGNC:9589	PTENP1	phosphatase and tensin homolog pseudogene 1	Approved		"PTEN2, psiPTEN, PTH2, PTEN-rs, PTENpg1"	"AF023139, BC038293, BY797336"	NR_023917		ENSG00000237984	11191
HGNC:48773	PTENP1-AS	PTENP1 antisense RNA	Approved		PTENpg1-asRNA	BX374997	NR_103745		ENSG00000281128	101243555
HGNC:9590	PTER	phosphotriesterase related	Approved			BC015092	NM_030664		ENSG00000165983	9317
HGNC:23734	PTF1A	pancreas associated transcription factor 1a	Approved		"PTF1-p48, bHLHa29, p48"	BK000272	NM_178161		ENSG00000168267	256297
HGNC:9591	PTGDR	prostaglandin D2 receptor	Approved		"DP, DP1, PTGDR1"	U31332	NM_000953		ENSG00000168229	5729
HGNC:4502	PTGDR2	prostaglandin D2 receptor 2	Approved	GPR44	"CRTH2, CD294, DP2"	AF118265	NM_004778	chemoattractant receptor homologous molecule expressed on T helper type 2 cells	ENSG00000183134	11251
